Longitude	Latitude	Feld	Datensatz	Produkt	Obj.-ID	Entfernung(m)	Kette(deg)	Dauer(s)	Elevation(m)	Zeit	FlÃ¤chenzÃ¤hler	Schw.breite(m)	Diff.-Status	Fruchtdurchs. (M)(tonne/h)	Feuchtigkeit(%)	Ertr.masse (Nass)(tonne/ha)	Ert.vol. (Nass)(L/ha)	Ertr.masse (Tr.)(tonne/ha)	Ertr.vol (Tr.)(L/ha)	Betriebszustand	Y-Offset(m)	Durchg.nr.	Tempo(km/h)	Prod.(ha/h)	Fruchtdurchs. (V)(mÂ³/s)	Datum
11.64556127	48.39622991	RK	18/07/26-17:15:02	WEIZEN	3240.0	0.19399999999999998	13.5	1.0	496.81	26.07.2018	Ein	5.9	Ja	6.837000000000001	13.4	16.59	21485.0	16.59	21485.0	Eingang	0.00054	46.0	0.698	0.41200000000000003	0.0025	26.07.2018
11.64556252	48.39623292	RK	18/07/26-17:15:02	WEIZEN	3241.0	0.222	21.8	1.0	496.84	26.07.2018	Ein	5.9	Ja	8.111	13.4	17.2	22273.0	17.2	22273.0	Eingang	-0.0005	46.0	0.799	0.47200000000000003	0.0029	26.07.2018
11.64556357	48.39623468	RK	18/07/26-17:15:02	WEIZEN	3242.0	0.278	21.1	1.0	496.84	26.07.2018	Ein	5.9	Ja	10.19	13.4	17.26	22350.0	17.26	22350.0	Eingang	0.00053	46.0	1.001	0.59	0.0037	26.07.2018
11.645565	48.39623714	RK	18/07/26-17:15:02	WEIZEN	3243.0	0.33299999999999996	18.7	1.0	496.86	26.07.2018	Ein	5.9	Ja	10.36	13.4	14.65	18969.0	14.65	18969.0	Eingang	0.00023999999999999998	46.0	1.199	0.7070000000000001	0.0037	26.07.2018
11.64556635	48.39623979	RK	18/07/26-17:15:02	WEIZEN	3244.0	0.361	20.0	1.0	496.89	26.07.2018	Ein	5.9	Ja	11.0	13.4	14.34	18574.0	14.34	18574.0	Eingang	0.00044	46.0	1.3	0.767	0.004	26.07.2018
11.64556801	48.39624282	RK	18/07/26-17:15:02	WEIZEN	3245.0	0.41700000000000004	19.5	1.0	496.93	26.07.2018	Ein	5.9	Ja	10.49	13.4	11.84	15334.0	11.84	15334.0	Eingang	-0.0912	46.0	1.501	0.8859999999999999	0.0038	26.07.2018
11.64556983	48.39624622	RK	18/07/26-17:15:02	WEIZEN	3246.0	0.47200000000000003	18.1	1.0	496.96	26.07.2018	Ein	5.9	Ja	10.5	13.2	10.48	13568.0	10.48	13568.0	Eingang	-0.00011	46.0	1.699	1.003	0.0038	26.07.2018
11.64557204	48.39625072	RK	18/07/26-17:15:02	WEIZEN	3247.0	0.583	17.8	1.0	496.99	26.07.2018	Ein	5.9	Ja	10.12	13.2	8.174	10584.0	8.174	10584.0	Eingang	0.0701	46.0	2.099	1.238	0.0036	26.07.2018
11.64557435	48.39625551	RK	18/07/26-17:15:02	WEIZEN	3248.0	0.556	17.8	1.0	497.02	26.07.2018	Ein	5.9	Ja	10.28	13.3	8.709	11276.0	8.709	11276.0	Eingang	0.00059	46.0	2.002	1.181	0.0037	26.07.2018
11.64557657	48.39626011	RK	18/07/26-17:15:02	WEIZEN	3249.0	0.583	17.8	1.0	497.07	26.07.2018	Ein	5.9	Ja	9.605	13.3	7.756	10043.0	7.756	10043.0	Eingang	0.00059	46.0	2.099	1.238	0.0035	26.07.2018
11.64557876	48.39626462	RK	18/07/26-17:15:02	WEIZEN	3250.0	0.556	18.9	1.0	497.11	26.07.2018	Ein	5.9	Ja	8.748	13.4	7.4079999999999995	9591.7	7.4079999999999995	9591.7	Eingang	0.0729	46.0	2.002	1.181	0.0031	26.07.2018
11.64558115	48.39626928	RK	18/07/26-17:15:02	WEIZEN	3251.0	0.556	18.8	1.0	497.15	26.07.2018	Ein	5.9	Ja	7.602	13.4	6.437	8334.5	6.437	8334.5	Eingang	0.00059	46.0	2.002	1.181	0.0027	26.07.2018
11.64558313	48.39627313	RK	18/07/26-17:15:02	WEIZEN	3252.0	0.444	18.8	1.0	497.2	26.07.2018	Ein	5.9	Ja	7.474	13.4	7.925	10262.0	7.925	10262.0	Eingang	0.00059	46.0	1.598	0.943	0.0027	26.07.2018
11.64558499	48.39627676	RK	18/07/26-17:15:02	WEIZEN	3253.0	0.444	18.6	1.0	497.22	26.07.2018	Ein	5.9	Ja	8.068999999999999	13.4	8.556000000000001	11078.0	8.556000000000001	11078.0	Eingang	0.00023999999999999998	46.0	1.598	0.943	0.0029	26.07.2018
11.64558698	48.39628068	RK	18/07/26-17:15:02	WEIZEN	3254.0	0.528	16.7	1.0	497.24	26.07.2018	Ein	5.9	Ja	8.196	13.4	7.308	9463.0	7.308	9463.0	Eingang	0.0903	46.0	1.901	1.121	0.0029	26.07.2018
11.64558886	48.39628486	RK	18/07/26-17:15:02	WEIZEN	3255.0	0.556	18.0	1.0	497.28	26.07.2018	Ein	5.9	Ja	7.602	13.4	6.437	8334.5	6.437	8334.5	Eingang	0.0701	46.0	2.002	1.181	0.0027	26.07.2018
11.64559107	48.39628935	RK	18/07/26-17:15:02	WEIZEN	3256.0	0.556	18.6	1.0	497.3	26.07.2018	Ein	5.9	Ja	6.2	13.4	5.25	6798.0	5.25	6798.0	Eingang	0.0642	46.0	2.002	1.181	0.0022	26.07.2018
11.64559324	48.39629365	RK	18/07/26-17:15:02	WEIZEN	3257.0	0.556	18.1	1.0	497.35	26.07.2018	Ein	5.9	Ja	5.011	13.4	4.243	5494.3	4.243	5494.3	Eingang	0.0642	46.0	2.002	1.181	0.0018	26.07.2018
11.64559485	48.39629692	RK	18/07/26-17:15:02	WEIZEN	3258.0	0.444	18.0	1.0	497.38	26.07.2018	Ein	5.9	Ja	3.312	13.4	3.512	4547.9	3.512	4547.9	Eingang	0.0642	46.0	1.598	0.943	0.0012	26.07.2018
11.64559616	48.39629959	RK	18/07/26-17:15:02	WEIZEN	3259.0	0.361	17.1	1.0	497.41	26.07.2018	Ein	5.9	Ja	1.571	13.4	2.049	2653.4	2.049	2653.4	Eingang	0.0903	46.0	1.3	0.767	0.00057	26.07.2018
11.64559733	48.39630212	RK	18/07/26-17:15:02	WEIZEN	3260.0	0.278	18.5	1.0	497.43	26.07.2018	Ein	5.9	Ja	1.571	13.4	2.661	3445.6	2.661	3445.6	Eingang	0.00041	46.0	1.001	0.59	0.00057	26.07.2018
11.64559846	48.39630436	RK	18/07/26-17:15:02	WEIZEN	3261.0	0.278	18.5	1.0	497.43	26.07.2018	Ein	5.9	Ja	1.401	13.4	2.373	3073.1	2.373	3073.1	Eingang	0.00041	46.0	1.001	0.59	0.0005	26.07.2018
11.64559601	48.39630481	RK	18/07/26-17:15:02	WEIZEN	3262.0	0.083	197.7	1.0	497.41	26.07.2018	Ein	5.9	Ja	1.189	13.4	6.745	8733.4	6.745	8733.4	Eingang	0.00042	46.0	0.299	0.17600000000000002	0.00043	26.07.2018
11.64559398	48.39630059	RK	18/07/26-17:15:02	WEIZEN	3263.0	0.444	197.7	1.0	497.38	26.07.2018	Ein	5.9	Ja	0.977	13.4	1.036	1341.1	1.036	1341.1	Eingang	0.07	46.0	1.598	0.943	0.00035	26.07.2018
11.6455914	48.39629522	RK	18/07/26-17:15:02	WEIZEN	3264.0	0.556	198.2	1.0	497.33	26.07.2018	Ein	5.9	Ja	0.764	13.4	0.647	838.11	0.647	838.11	Eingang	0.00041	46.0	2.002	1.181	0.00027	26.07.2018
11.64558885	48.39629008	RK	18/07/26-17:15:02	WEIZEN	3265.0	0.611	196.1	1.0	497.29	26.07.2018	Ein	5.9	Ja	0.764	13.4	0.589	762.67	0.589	762.67	Eingang	-0.0295	46.0	2.2	1.298	0.00027	26.07.2018
11.64558468	48.396280299999994	RK	18/07/26-17:15:02	WEIZEN	3266.0	0.5	199.0	1.0	497.23	26.07.2018	Ein	5.9	Ja	0.637	13.5	0.599	776.07	0.599	776.07	Eingang	0.0007700000000000001	46.0	1.8	1.062	0.00022999999999999998	26.07.2018
11.64558269	48.39627644	RK	18/07/26-17:15:02	WEIZEN	3267.0	0.444	198.1	1.0	497.21	26.07.2018	Ein	5.9	Ja	0.509	13.5	0.54	699.16	0.54	699.16	Eingang	0.00059	46.0	1.598	0.943	0.00018	26.07.2018
11.645580699999998	48.3962724	RK	18/07/26-17:15:02	WEIZEN	3268.0	0.47200000000000003	196.6	1.0	497.17	26.07.2018	Ein	5.9	Ja	0.552	13.5	0.55	712.49	0.55	712.49	Eingang	-0.0708	46.0	1.699	1.003	0.0002	26.07.2018
11.64557889	48.39626838	RK	18/07/26-17:15:02	WEIZEN	3269.0	0.47200000000000003	199.0	1.0	497.14	26.07.2018	Ein	5.9	Ja	0.467	13.5	0.466	602.88	0.466	602.88	Eingang	0.00042	46.0	1.699	1.003	0.00016999999999999999	26.07.2018
11.64557685	48.39626443	RK	18/07/26-17:15:02	WEIZEN	3270.0	0.47200000000000003	197.8	1.0	497.11	26.07.2018	Ein	5.9	Ja	0.424	13.5	0.423	548.07	0.423	548.07	Eingang	0.0701	46.0	1.699	1.003	0.00015	26.07.2018
11.64557499	48.396260600000005	RK	18/07/26-17:15:02	WEIZEN	3271.0	0.47200000000000003	197.4	1.0	497.07	26.07.2018	Ein	5.9	Ja	0.424	13.5	0.423	548.07	0.423	548.07	Eingang	0.00025	46.0	1.699	1.003	0.00015	26.07.2018
11.64558331	48.39627266	RK	18/07/26-17:15:02	WEIZEN	3272.0	1.556	19.2	1.0	497.13	26.07.2018	Ein	5.9	Ja	13.58	13.5	4.109	5320.1	4.109	5320.1	Eingang	-0.00028	47.0	5.602	3.305	0.0049	26.07.2018
11.64558968	48.39628477	RK	18/07/26-17:15:02	WEIZEN	3273.0	1.5	17.4	1.0	497.25	26.07.2018	Ein	5.9	Ja	14.98	13.5	4.702	6087.8	4.702	6087.8	Eingang	-0.0976	47.0	5.4	3.1860000000000004	0.0054	26.07.2018
11.6455943	48.39629457	RK	18/07/26-17:15:02	WEIZEN	3274.0	1.3330000000000002	17.0	1.0	497.37	26.07.2018	Ein	5.9	Ja	15.53	13.5	5.486000000000001	7102.8	5.486000000000001	7102.8	Eingang	-0.00026000000000000003	47.0	4.7989999999999995	2.8310000000000004	0.0056	26.07.2018
11.64559917	48.39630512	RK	18/07/26-17:15:02	WEIZEN	3275.0	1.4169999999999998	21.1	1.0	497.49	26.07.2018	Ein	5.9	Ja	15.53	13.5	5.16	6681.7	5.16	6681.7	Eingang	-0.00016	47.0	5.101	3.01	0.0056	26.07.2018
11.64560612	48.39631705	RK	18/07/26-17:15:02	WEIZEN	3276.0	1.5830000000000002	22.6	1.0	497.59	26.07.2018	Ein	5.9	Ja	17.65	13.5	5.25	6798.2	5.25	6798.2	Eingang	-0.00805	47.0	5.699	3.362	0.0063	26.07.2018
11.64561328	48.39632849	RK	18/07/26-17:15:02	WEIZEN	3277.0	1.361	18.9	1.0	497.65	26.07.2018	Ein	5.9	Ja	18.76	13.2	6.4879999999999995	8401.0	6.4879999999999995	8401.0	Eingang	0.00023999999999999998	47.0	4.9	2.891	0.0067	26.07.2018
11.64561929	48.39634009	RK	18/07/26-17:15:02	WEIZEN	3278.0	1.4169999999999998	20.3	1.0	497.71	26.07.2018	Ein	5.9	Ja	18.84	13.2	6.26	8105.6	6.26	8105.6	Eingang	0.00029	47.0	5.101	3.01	0.0068	26.07.2018
11.64562611	48.39635234	RK	18/07/26-17:15:02	WEIZEN	3279.0	1.5	20.2	1.0	497.8	26.07.2018	Ein	5.9	Ja	19.86	13.2	6.234	8071.9	6.234	8071.9	Eingang	-0.00025	47.0	5.4	3.1860000000000004	0.0071	26.07.2018
11.64563277	48.396364399999996	RK	18/07/26-17:15:02	WEIZEN	3280.0	1.472	19.5	1.0	497.91	26.07.2018	Ein	5.9	Ja	20.19	13.3	6.457000000000001	8360.1	6.457000000000001	8360.1	Eingang	0.00044	47.0	5.2989999999999995	3.127	0.0073	26.07.2018
11.64563882	48.39637576	RK	18/07/26-17:15:02	WEIZEN	3281.0	1.389	16.6	1.0	497.99	26.07.2018	Ein	5.9	Ja	20.23	13.3	6.857	8878.3	6.857	8878.3	Eingang	0.00047999999999999996	47.0	5.0	2.95	0.0073	26.07.2018
11.64564357	48.39638627	RK	18/07/26-17:15:02	WEIZEN	3282.0	1.25	18.2	1.0	498.08	26.07.2018	Ein	5.9	Ja	20.23	13.3	7.619	9865.6	7.619	9865.6	Eingang	-0.00011	47.0	4.5	2.655	0.0073	26.07.2018
11.64564873	48.39639673	RK	18/07/26-17:15:02	WEIZEN	3283.0	1.389	19.8	1.0	498.17	26.07.2018	Ein	5.9	Ja	20.67	13.2	7.006	9071.6	7.006	9071.6	Eingang	0.00026000000000000003	47.0	5.0	2.95	0.0074	26.07.2018
11.64565534	48.39640889	RK	18/07/26-17:15:02	WEIZEN	3284.0	1.556	18.3	1.0	498.26	26.07.2018	Ein	5.9	Ja	21.3	13.0	6.444	8343.7	6.444	8343.7	Eingang	-0.00011	47.0	5.602	3.305	0.0077	26.07.2018
11.64566129	48.39642083	RK	18/07/26-17:15:02	WEIZEN	3285.0	1.444	19.7	1.0	498.38	26.07.2018	Ein	5.9	Ja	19.99	13.2	6.517	8438.8	6.517	8438.8	Eingang	0.00026000000000000003	47.0	5.1979999999999995	3.0669999999999997	0.0072	26.07.2018
11.64566697	48.39643138	RK	18/07/26-17:15:02	WEIZEN	3286.0	1.444	22.0	1.0	498.5	26.07.2018	Ein	5.9	Ja	20.54	13.2	6.6979999999999995	8672.2	6.6979999999999995	8672.2	Eingang	0.00011999999999999999	47.0	5.1979999999999995	3.0669999999999997	0.0074	26.07.2018
11.64567384	48.39644267	RK	18/07/26-17:15:02	WEIZEN	3287.0	1.389	22.0	1.0	498.6	26.07.2018	Ein	5.9	Ja	19.39	13.2	6.574	8511.7	6.574	8511.7	Eingang	0.00025	47.0	5.0	2.95	0.007	26.07.2018
11.64568115	48.39645473	RK	18/07/26-17:15:02	WEIZEN	3288.0	1.472	18.0	1.0	498.7	26.07.2018	Ein	5.9	Ja	18.42	13.2	5.89	7626.6	5.89	7626.6	Eingang	0.00023999999999999998	47.0	5.2989999999999995	3.127	0.0066	26.07.2018
11.64568767	48.39646802	RK	18/07/26-17:15:02	WEIZEN	3289.0	1.556	19.4	1.0	498.82	26.07.2018	Ein	5.9	Ja	18.49	13.0	5.593	7242.3	5.593	7242.3	Eingang	-0.00028	47.0	5.602	3.305	0.0066	26.07.2018
11.64569461	48.39648111	RK	18/07/26-17:15:02	WEIZEN	3290.0	1.722	22.7	1.0	498.95	26.07.2018	Ein	5.9	Ja	18.27	13.0	4.996	6468.8	4.996	6468.8	Eingang	-0.00035	47.0	6.199	3.658	0.0066	26.07.2018
11.64570324	48.39649482	RK	18/07/26-17:15:02	WEIZEN	3291.0	1.694	22.5	1.0	499.06	26.07.2018	Ein	5.9	Ja	17.61	13.2	4.894	6336.3	4.894	6336.3	Eingang	-0.008329999999999999	47.0	6.098	3.5980000000000003	0.0063	26.07.2018
11.6457125	48.39650966	RK	18/07/26-17:15:02	WEIZEN	3292.0	1.8330000000000002	20.7	1.0	499.17	26.07.2018	Ein	5.9	Ja	17.74	13.2	4.555	5898.3	4.555	5898.3	Eingang	0.00053	47.0	6.599	3.8930000000000002	0.0064	26.07.2018
11.64572067	48.39652398	RK	18/07/26-17:15:02	WEIZEN	3293.0	1.8330000000000002	22.0	1.0	499.29	26.07.2018	Ein	5.9	Ja	18.08	13.2	4.643	6011.4	4.643	6011.4	Eingang	-0.0908	47.0	6.599	3.8930000000000002	0.0065	26.07.2018
11.64572968	48.39653881	RK	18/07/26-17:15:02	WEIZEN	3294.0	1.8330000000000002	21.1	1.0	499.39	26.07.2018	Ein	5.9	Ja	18.03	13.2	4.632	5997.3	4.632	5997.3	Eingang	0.00033	47.0	6.599	3.8930000000000002	0.0065	26.07.2018
11.64573872	48.39655437	RK	18/07/26-17:15:02	WEIZEN	3295.0	1.9169999999999998	20.3	1.0	499.5	26.07.2018	Ein	5.9	Ja	18.23	13.0	4.477	5797.2	4.477	5797.2	Eingang	0.00047999999999999996	47.0	6.901	4.072	0.0066	26.07.2018
11.64574745	48.396570000000004	RK	18/07/26-17:15:02	WEIZEN	3296.0	1.972	20.1	1.0	499.64	26.07.2018	Ein	5.9	Ja	17.44	13.2	4.163	5390.5	4.163	5390.5	Eingang	0.00029	47.0	7.099	4.189	0.0063	26.07.2018
11.64575636	48.39658622	RK	18/07/26-17:15:02	WEIZEN	3297.0	1.972	19.1	1.0	499.76	26.07.2018	Ein	5.9	Ja	17.78	13.2	4.244	5495.7	4.244	5495.7	Eingang	0.00026000000000000003	47.0	7.099	4.189	0.0064	26.07.2018
11.64576484	48.39660247	RK	18/07/26-17:15:02	WEIZEN	3298.0	1.972	18.2	1.0	499.87	26.07.2018	Ein	5.9	Ja	17.55	13.3	4.19	5425.9	4.19	5425.9	Eingang	-0.00028	47.0	7.099	4.189	0.0063	26.07.2018
11.64577319	48.3966193	RK	18/07/26-17:15:02	WEIZEN	3299.0	2.0	17.2	1.0	499.95	26.07.2018	Ein	5.9	Ja	17.34	13.3	4.082	5285.2	4.082	5285.2	Eingang	0.00061	47.0	7.2	4.248	0.0062	26.07.2018
11.64578101	48.3966361	RK	18/07/26-17:15:02	WEIZEN	3300.0	2.0	19.3	1.0	500.03	26.07.2018	Ein	5.9	Ja	17.15	13.1	4.038	5228.2	4.038	5228.2	Eingang	0.00042	47.0	7.2	4.248	0.0062	26.07.2018
11.64578948	48.39665211	RK	18/07/26-17:15:02	WEIZEN	3301.0	2.0	18.9	1.0	500.11	26.07.2018	Ein	5.9	Ja	17.05	13.2	4.015	5198.4	4.015	5198.4	Eingang	0.00023999999999999998	47.0	7.2	4.248	0.0061	26.07.2018
11.64579819	48.39666897	RK	18/07/26-17:15:02	WEIZEN	3302.0	1.972	18.5	1.0	500.19	26.07.2018	Ein	5.9	Ja	17.14	13.2	4.092	5298.5	4.092	5298.5	Eingang	-0.00011	47.0	7.099	4.189	0.0062	26.07.2018
11.64580635	48.39668522	RK	18/07/26-17:15:02	WEIZEN	3303.0	2.0	22.0	1.0	500.25	26.07.2018	Ein	5.9	Ja	16.91	13.3	3.9819999999999998	5155.6	3.9819999999999998	5155.6	Eingang	0.00025	47.0	7.2	4.248	0.0061	26.07.2018
11.64581641	48.396701799999995	RK	18/07/26-17:15:02	WEIZEN	3304.0	2.0	20.4	1.0	500.28	26.07.2018	Ein	5.9	Ja	16.79	13.3	3.952	5116.8	3.952	5116.8	Eingang	0.00029	47.0	7.2	4.248	0.006	26.07.2018
11.64582604	48.39671904	RK	18/07/26-17:15:02	WEIZEN	3305.0	2.0	19.2	1.0	500.34	26.07.2018	Ein	5.9	Ja	17.33	13.4	4.079	5281.2	4.079	5281.2	Eingang	-0.092	47.0	7.2	4.248	0.0062	26.07.2018
11.64583444	48.39673503	RK	18/07/26-17:15:02	WEIZEN	3306.0	2.0	20.3	1.0	500.4	26.07.2018	Ein	5.9	Ja	17.42	13.0	4.101	5310.0	4.101	5310.0	Eingang	-0.061	47.0	7.2	4.248	0.0063	26.07.2018
11.64584366	48.39675161	RK	18/07/26-17:15:02	WEIZEN	3307.0	2.0	20.5	1.0	500.45	26.07.2018	Ein	5.9	Ja	17.99	13.2	4.235	5483.5	4.235	5483.5	Eingang	0.00047999999999999996	47.0	7.2	4.248	0.0065	26.07.2018
11.64585341	48.39676888	RK	18/07/26-17:15:02	WEIZEN	3308.0	2.028	20.4	1.0	500.47	26.07.2018	Ein	5.9	Ja	18.61	13.3	4.321000000000001	5595.4	4.321000000000001	5595.4	Eingang	0.00047999999999999996	47.0	7.301	4.3069999999999995	0.0067	26.07.2018
11.64586282	48.39678573	RK	18/07/26-17:15:02	WEIZEN	3309.0	2.028	20.4	1.0	500.46	26.07.2018	Ein	5.9	Ja	18.66	13.3	4.331	5608.2	4.331	5608.2	Eingang	0.00033	47.0	7.301	4.3069999999999995	0.0067	26.07.2018
11.64587251	48.39680304	RK	18/07/26-17:15:02	WEIZEN	3310.0	2.0	22.3	1.0	500.47	26.07.2018	Ein	5.9	Ja	17.92	13.4	4.218999999999999	5462.4	4.218999999999999	5462.4	Eingang	0.00067	47.0	7.2	4.248	0.0064	26.07.2018
11.64588244	48.39681912	RK	18/07/26-17:15:02	WEIZEN	3311.0	2.028	22.2	1.0	500.47	26.07.2018	Ein	5.9	Ja	17.49	13.1	4.061	5258.3	4.061	5258.3	Eingang	-0.0913	47.0	7.301	4.3069999999999995	0.0063	26.07.2018
11.64589305	48.3968364	RK	18/07/26-17:15:02	WEIZEN	3312.0	2.028	20.7	1.0	500.45	26.07.2018	Ein	5.9	Ja	17.05	13.2	3.9589999999999996	5126.6	3.9589999999999996	5126.6	Eingang	-0.00041	47.0	7.301	4.3069999999999995	0.0061	26.07.2018
11.64590246	48.39685295	RK	18/07/26-17:15:02	WEIZEN	3313.0	2.0	20.2	1.0	500.43	26.07.2018	Ein	5.9	Ja	17.17	13.3	4.042	5233.3	4.042	5233.3	Eingang	0.095	47.0	7.2	4.248	0.0062	26.07.2018
11.64591186	48.39686993	RK	18/07/26-17:15:02	WEIZEN	3314.0	2.028	20.8	1.0	500.42	26.07.2018	Ein	5.9	Ja	17.37	13.4	4.032	5221.1	4.032	5221.1	Eingang	-0.00021	47.0	7.301	4.3069999999999995	0.0062	26.07.2018
11.645921699999999	48.39688713	RK	18/07/26-17:15:02	WEIZEN	3315.0	2.0	20.8	1.0	500.39	26.07.2018	Ein	5.9	Ja	17.37	13.4	4.0889999999999995	5294.2	4.0889999999999995	5294.2	Eingang	0.00033	47.0	7.2	4.248	0.0062	26.07.2018
11.64593274	48.39690679	RK	18/07/26-17:15:02	WEIZEN	3316.0	2.028	17.9	1.0	500.33	26.07.2018	Ein	5.9	Ja	17.03	13.4	3.9530000000000003	5118.9	3.9530000000000003	5118.9	Eingang	-0.00011	47.0	7.301	4.3069999999999995	0.0061	26.07.2018
11.64594884	48.39693853	RK	18/07/26-17:15:02	WEIZEN	3317.0	2.0	21.9	1.0	500.25	26.07.2018	Ein	5.9	Ja	16.12	13.2	3.7939999999999996	4913.2	3.7939999999999996	4913.2	Eingang	0.0442	47.0	7.2	4.248	0.0058	26.07.2018
11.645959399999999	48.39695602	RK	18/07/26-17:15:02	WEIZEN	3318.0	2.028	18.9	1.0	500.19	26.07.2018	Ein	5.9	Ja	16.08	13.2	3.7319999999999998	4832.5	3.7319999999999998	4832.5	Eingang	0.0007700000000000001	47.0	7.301	4.3069999999999995	0.0058	26.07.2018
11.64596817	48.396972999999996	RK	18/07/26-17:15:02	WEIZEN	3319.0	2.028	19.4	1.0	500.13	26.07.2018	Ein	5.9	Ja	15.77	13.3	3.66	4739.5	3.66	4739.5	Eingang	-0.0924	47.0	7.301	4.3069999999999995	0.0057	26.07.2018
11.64597721	48.39699006	RK	18/07/26-17:15:02	WEIZEN	3320.0	2.028	22.3	1.0	500.06	26.07.2018	Ein	5.9	Ja	14.86	13.4	3.451	4467.9	3.451	4467.9	Eingang	0.00025	47.0	7.301	4.3069999999999995	0.0053	26.07.2018
11.64598795	48.39700746	RK	18/07/26-17:15:02	WEIZEN	3321.0	2.056	22.9	1.0	499.98	26.07.2018	Ein	5.9	Ja	15.2	13.4	3.4810000000000003	4507.8	3.4810000000000003	4507.8	Eingang	-0.00013000000000000002	47.0	7.402	4.367	0.0055	26.07.2018
11.6459987	48.39702436	RK	18/07/26-17:15:02	WEIZEN	3322.0	2.056	21.3	1.0	499.89	26.07.2018	Ein	5.9	Ja	14.29	13.2	3.272	4237.1	3.272	4237.1	Eingang	-0.00016	47.0	7.402	4.367	0.0051	26.07.2018
11.64600928	48.39704235	RK	18/07/26-17:15:02	WEIZEN	3323.0	2.028	21.6	1.0	499.76	26.07.2018	Ein	5.9	Ja	15.23	13.2	3.535	4576.8	3.535	4576.8	Eingang	0.00039	47.0	7.301	4.3069999999999995	0.0055	26.07.2018
11.64601966	48.39705975	RK	18/07/26-17:15:02	WEIZEN	3324.0	2.028	20.4	1.0	499.61	26.07.2018	Ein	5.9	Ja	15.34	13.3	3.562	4611.8	3.562	4611.8	Eingang	-0.0615	47.0	7.301	4.3069999999999995	0.0055	26.07.2018
11.64602937	48.39707706	RK	18/07/26-17:15:02	WEIZEN	3325.0	2.028	20.6	1.0	499.48	26.07.2018	Ein	5.9	Ja	15.6	13.3	3.6210000000000004	4688.4	3.6210000000000004	4688.4	Eingang	0.00047999999999999996	47.0	7.301	4.3069999999999995	0.0056	26.07.2018
11.64603917	48.39709438	RK	18/07/26-17:15:02	WEIZEN	3326.0	2.028	21.8	1.0	499.36	26.07.2018	Ein	5.9	Ja	15.63	13.4	3.628	4697.7	3.628	4697.7	Eingang	-0.0003	47.0	7.301	4.3069999999999995	0.0056	26.07.2018
11.64604964	48.39711178	RK	18/07/26-17:15:02	WEIZEN	3327.0	2.056	22.1	1.0	499.22	26.07.2018	Ein	5.9	Ja	14.75	13.3	3.377	4372.5	3.377	4372.5	Eingang	0.00011999999999999999	47.0	7.402	4.367	0.0053	26.07.2018
11.646060400000001	48.39712937	RK	18/07/26-17:15:02	WEIZEN	3328.0	2.056	20.6	1.0	499.05	26.07.2018	Ein	5.9	Ja	14.84	13.2	3.3989999999999996	4401.0	3.3989999999999996	4401.0	Eingang	0.00067	47.0	7.402	4.367	0.0053	26.07.2018
11.6460706	48.39714739	RK	18/07/26-17:15:02	WEIZEN	3329.0	2.028	22.1	1.0	498.88	26.07.2018	Ein	5.9	Ja	14.32	13.3	3.325	4305.2	3.325	4305.2	Eingang	0.00045999999999999996	47.0	7.301	4.3069999999999995	0.0052	26.07.2018
11.64608128	48.39716487	RK	18/07/26-17:15:02	WEIZEN	3330.0	2.028	22.3	1.0	498.72	26.07.2018	Ein	5.9	Ja	13.97	13.4	3.2439999999999998	4199.8	3.2439999999999998	4199.8	Eingang	0.00011999999999999999	47.0	7.301	4.3069999999999995	0.005	26.07.2018
11.64609196	48.39718213	RK	18/07/26-17:15:02	WEIZEN	3331.0	2.056	22.7	1.0	498.53	26.07.2018	Ein	5.9	Ja	13.08	13.4	2.995	3878.2	2.995	3878.2	Eingang	-0.00942	47.0	7.402	4.367	0.0047	26.07.2018
11.64610288	48.3971995	RK	18/07/26-17:15:02	WEIZEN	3332.0	2.1109999999999998	22.4	1.0	498.34	26.07.2018	Ein	5.9	Ja	12.82	13.5	2.858	3700.8	2.858	3700.8	Eingang	0.00011999999999999999	47.0	7.6	4.484	0.0046	26.07.2018
11.64611351	48.39721662	RK	18/07/26-17:15:02	WEIZEN	3333.0	2.0	22.1	1.0	498.17	26.07.2018	Ein	5.9	Ja	12.36	13.4	2.909	3766.7	2.909	3766.7	Eingang	-0.0919	47.0	7.2	4.248	0.0044	26.07.2018
11.64612341	48.39723284	RK	18/07/26-17:15:02	WEIZEN	3334.0	1.861	21.3	1.0	497.97	26.07.2018	Ein	5.9	Ja	12.6	13.5	3.188	4128.5	3.188	4128.5	Eingang	-0.0163	47.0	6.7	3.9530000000000003	0.0045	26.07.2018
11.64613273	48.39724871	RK	18/07/26-17:15:02	WEIZEN	3335.0	1.75	22.0	1.0	497.76	26.07.2018	Ein	5.9	Ja	12.25	13.2	3.295	4266.8	3.295	4266.8	Eingang	0.00045999999999999996	47.0	6.3	3.717	0.0044	26.07.2018
11.64614339	48.39726624	RK	18/07/26-17:15:02	WEIZEN	3336.0	2.056	22.0	1.0	497.53	26.07.2018	Ein	5.9	Ja	13.23	13.2	3.029	3921.8	3.029	3921.8	Eingang	0.00039	47.0	7.402	4.367	0.0048	26.07.2018
